goterms	description	ontology	search_term
GO:0006953	acute-phase response	biological_process	acquired%20immune%20response
GO:0006950	response to stress	biological_process	acquired%20immune%20response
GO:0006983	ER overload response	biological_process	acquired%20immune%20response
GO:0031960	response to corticosteroid	biological_process	acquired%20immune%20response
GO:1905395	response to flavonoid	biological_process	acquired%20immune%20response
GO:1905374	response to homocysteine	biological_process	acquired%20immune%20response
GO:1905307	response to miconazole	biological_process	acquired%20immune%20response
GO:1905233	response to codeine	biological_process	acquired%20immune%20response
GO:1905230	response to borneol	biological_process	acquired%20immune%20response
GO:1905235	response to quercetin	biological_process	acquired%20immune%20response
GO:0031427	response to methotrexate	biological_process	acquired%20immune%20response
GO:0033993	response to lipid	biological_process	acquired%20immune%20response
GO:0033986	response to methanol	biological_process	acquired%20immune%20response
GO:1903416	response to glycoside	biological_process	acquired%20immune%20response
GO:0036017	response to erythropoietin	biological_process	acquired%20immune%20response
GO:1903494	response to dehydroepiandrosterone	biological_process	acquired%20immune%20response
GO:1903492	response to acetylsalicylate	biological_process	acquired%20immune%20response
GO:1903493	response to clopidogrel	biological_process	acquired%20immune%20response
GO:1903491	response to simvastatin	biological_process	acquired%20immune%20response
GO:1905711	response to phosphatidylethanolamine	biological_process	acquired%20immune%20response
GO:1905794	response to puromycin	biological_process	acquired%20immune%20response
GO:0051591	response to cAMP	biological_process	acquired%20immune%20response
GO:0051597	response to methylmercury	biological_process	acquired%20immune%20response
GO:0002526	acute inflammatory response	biological_process	acquired%20immune%20response
GO:0002544	chronic inflammatory response	biological_process	acquired%20immune%20response
GO:0106096	response to ceramide	biological_process	acquired%20immune%20response
GO:0002239	response to oomycetes	biological_process	acquired%20immune%20response
GO:1905630	response to glyceraldehyde	biological_process	acquired%20immune%20response
GO:1905640	response to acetaldehyde	biological_process	acquired%20immune%20response
GO:1905582	response to mannose	biological_process	acquired%20immune%20response
GO:0075136	response to host	biological_process	acquired%20immune%20response
GO:1903350	response to dopamine	biological_process	acquired%20immune%20response
GO:0097068	response to thyroxine	biological_process	acquired%20immune%20response
GO:1905836	response to triterpenoid	biological_process	acquired%20immune%20response
GO:0051412	response to corticosterone	biological_process	acquired%20immune%20response
GO:0051413	response to cortisone	biological_process	acquired%20immune%20response
GO:0051414	response to cortisol	biological_process	acquired%20immune%20response
GO:1905841	response to oxidopamine	biological_process	acquired%20immune%20response
GO:1905119	response to haloperidol	biological_process	acquired%20immune%20response
GO:1905092	response to diosgenin	biological_process	acquired%20immune%20response
GO:1903927	response to cyanide	biological_process	acquired%20immune%20response
GO:1903937	response to acrylamide	biological_process	acquired%20immune%20response
GO:0060992	response to fungicide	biological_process	acquired%20immune%20response
GO:0070305	response to cGMP	biological_process	acquired%20immune%20response
GO:0072700	response to bismuth	biological_process	acquired%20immune%20response
GO:0072704	response to mercaptoethanol	biological_process	acquired%20immune%20response
GO:0072722	response to amitrole	biological_process	acquired%20immune%20response
GO:0072720	response to dithiothreitol	biological_process	acquired%20immune%20response
GO:0072718	response to cisplatin	biological_process	acquired%20immune%20response
GO:0033273	response to vitamin	biological_process	acquired%20immune%20response
GO:0080184	response to phenylpropanoid	biological_process	acquired%20immune%20response
GO:0080167	response to karrikin	biological_process	acquired%20immune%20response
GO:0070723	response to cholesterol	biological_process	acquired%20immune%20response
GO:0033762	response to glucagon	biological_process	acquired%20immune%20response
GO:0001666	response to hypoxia	biological_process	acquired%20immune%20response
GO:1901652	response to peptide	biological_process	acquired%20immune%20response
GO:1901654	response to ketone	biological_process	acquired%20immune%20response
GO:1901594	response to capsazepine	biological_process	acquired%20immune%20response
GO:1901596	response to reversine	biological_process	acquired%20immune%20response
GO:1901595	response to hesperadin	biological_process	acquired%20immune%20response
GO:1901597	response to carbendazim	biological_process	acquired%20immune%20response
GO:1901545	response to raffinose	biological_process	acquired%20immune%20response
GO:0001562	response to protozoan	biological_process	acquired%20immune%20response
GO:1903544	response to butyrate	biological_process	acquired%20immune%20response
GO:0035075	response to ecdysone	biological_process	acquired%20immune%20response
GO:0035094	response to nicotine	biological_process	acquired%20immune%20response
GO:0106299	resolution phase response	biological_process	acquired%20immune%20response
GO:0001975	response to amphetamine	biological_process	acquired%20immune%20response
GO:1901355	response to rapamycin	biological_process	acquired%20immune%20response
GO:1901370	response to glutathione	biological_process	acquired%20immune%20response
GO:1903967	response to micafungin	biological_process	acquired%20immune%20response
GO:1901323	response to erythromycin	biological_process	acquired%20immune%20response
GO:1901322	response to chloramphenicol	biological_process	acquired%20immune%20response
